,target,SMS,target_num,SMS_clean,SMS_encoded,len_SMS
2635,ham,Tiwary to rcb.battle between bang and kochi.,0,tiwary rcbbattle bang kochi,"[3284, 5848, 3285, 5849]",4
2636,ham,Thank god they are in bed!,0,thank god bed,"[65, 182, 246]",3
2637,ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,0,cancer mom big deal regular checkup aka pap smear,"[1252, 373, 168, 731, 2232, 5850, 3113, 3286, 5851]",9
2638,ham,Am in gobi arts college,0,gobi arts college,"[5852, 5853, 514]",3
2639,ham,Why she wants to talk to me,0,want talk,"[15, 115]",2
2640,ham,Pandy joined 4w technologies today.he got job..,0,pandy join 4w technology todayhe job,"[5854, 223, 5855, 5856, 5857, 163]",6
2641,spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",1,guarantee late nokia phone 40 gb ipod mp3 player å500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18,"[138, 68, 104, 36, 822, 1009, 647, 1010, 379, 422, 69, 24, 122, 237, 1561, 1944, 1945, 1946]",18
2642,ham,"They can try! They can get lost, in fact. Tee hee",0,try lose fact tee hee,"[48, 186, 710, 2874, 570]",5
2643,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,0,hi speak maneesha v d like know satisfied experience reply toll free yes,"[41, 159, 1825, 132, 30, 14, 8, 1826, 973, 29, 1827, 12, 75]",13
2644,ham,My friends use to call the same.,0,friend use,"[63, 160]",2
2645,ham,"Sorry, I'll call later",0,sorry ill later,"[31, 17, 40]",3
2646,ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",0,em olowoyey uscedu great time argentina sad secretary blessing,"[755, 5858, 5859, 52, 18, 5860, 390, 3287, 1259]",9
2647,ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",0,taxt massagetiepos argh ok lool,"[5861, 5862, 2211, 10, 5863]",5
2648,ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",0,hi   ltgt   dollar loan ill pay mid february pls,"[41, 11, 1003, 675, 17, 147, 838, 1655, 59]",9
2649,ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",0,want pull case plan spend confidence derek taylor money management,"[15, 1710, 548, 123, 364, 1160, 1620, 2035, 121, 2231]",10
2650,ham,Do you like shaking your booty on the dance floor?,0,like shake booty dance floor,"[14, 3288, 2287, 1574, 1821]",5
2651,ham,"Text me when you get off, don't call, my phones having problems",0,text phone problem,"[20, 36, 187]",3
2652,ham,No need for the drug anymore.,0,need drug anymore,"[23, 531, 858]",3
2653,ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,0,sorry dai think lot timeslil busyi noon,"[31, 1137, 22, 133, 5864, 5865, 702]",7
2654,ham,Its sarcasm.. .nt scarcasim,0,sarcasm scarcasim,"[2962, 5866]",2
2655,ham,Great! I have to run now so ttyl!,0,great run ttyl,"[52, 201, 1147]",3
2656,ham,Feel like trying kadeem again? :V,0,feel like try kadeem v,"[64, 14, 48, 2184, 132]",5
2657,ham,Dai  &lt;#&gt;  naal eruku.,0,dai   ltgt   naal eruku,"[1137, 11, 5867, 5868]",4
2658,ham,Not yet chikku..wat abt u?,0,chikkuwat abt u,"[5869, 302, 1]",3
2659,ham,Ok...,0,ok,[10],1
2660,ham,Want to finally have lunch today?,0,want finally lunch today,"[15, 512, 161, 25]",4
2661,ham,Do you know when dad will be back?,0,know dad,"[8, 271]",2
2662,spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",1,hello darling today love chat tell look like sexy,"[146, 1138, 25, 19, 118, 21, 97, 14, 280]",9
2663,spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,1,8007 free 1st week no1 nokia tone 4 ur mob week txt nokia 8007 txte tell ur mate wwwgetzedcouk pobox 36504 w4 5wq norm 150ptone 16,"[389, 12, 200, 39, 832, 104, 96, 7, 4, 312, 39, 24, 104, 389, 786, 21, 4, 277, 833, 467, 1037, 5870, 5871, 2168, 1399, 131]",26
2664,ham,He remains a bro amongst bros,0,remain bro bros,"[1068, 2288, 2289]",3
2665,ham,R u meeting da ge at nite tmr?,0,r u meeting da ge nite tmr,"[32, 1, 363, 43, 986, 381, 284]",7
2666,ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",0,nice day impressively sensible home early feel fine boring s remember,"[120, 16, 5872, 5873, 26, 150, 64, 155, 1369, 6, 228]",11
2667,ham,Why de. You looking good only:-)..,0,de look good,"[323, 97, 9]",3
2668,spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,1,wanna lay 2nite want real dog location send direct ur mobile join uks large dog network txt park 69696 nyt ec2a 3lp å150msg,"[197, 879, 849, 15, 209, 430, 960, 13, 627, 4, 34, 223, 727, 1276, 430, 244, 24, 518, 3289, 608, 1496, 3290, 3291]",23
2669,spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,1,try contact response offer new nokia fone camcorder hit reply 08000930705 delivery,"[48, 92, 1747, 152, 37, 104, 488, 501, 505, 29, 474, 362]",12
2670,ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,0,yes reply mail m management office later plus bank later alsoor wednesday,"[75, 29, 293, 2, 2231, 322, 40, 325, 455, 40, 5874, 937]",12
2671,ham,"That's cool, I'll come by like  &lt;#&gt; ish",0,s cool ill come like   ltgt ish,"[6, 179, 17, 5, 14, 11, 1125]",7
2672,ham,Super msg da:)nalla timing.,0,super msg danalla timing,"[1214, 82, 5875, 1263]",4
2673,ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",0,good afternoon boytoy   feel today   hope good boy obedient slave queen,"[9, 279, 483, 64, 25, 46, 9, 213, 5876, 918, 1694]",11
2674,ham,I am 6 ft. We will be a good combination!,0,6 ft good combination,"[226, 5877, 9, 5878]",4
2675,ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,0,m sick   m needy   want   pout stomp foot   pout stomp foot want slave   want,"[2, 777, 2, 5879, 15, 2290, 2291, 1244, 2290, 2291, 1244, 15, 918, 15]",14
2676,ham,* Am on a train back from northampton so i'm afraid not!,0,train northampton m afraid,"[599, 3292, 2, 1528]",4
2677,ham,Where in abj are you serving. Are you staying with dad or alone.,0,abj serve stay dad,"[3293, 2292, 214, 271]",4
2678,ham,Was playng 9 doors game and gt racing on phone lol,0,playng 9 door game gt race phone lol,"[5880, 235, 701, 232, 884, 5881, 36, 95]",8
2679,spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",1,new tone week include 1mcflyall ab 2 sara jorgeshock 3 smithswitch order follow instruction message,"[37, 96, 39, 957, 5882, 5883, 3, 5884, 5885, 94, 5886, 318, 538, 2280, 61]",15
2680,ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",0,solve d case   man find murder   ltdecimalgt   ltgt   afternoon 1his wife police 2police question 3wife siri sleep murder place 4cook cook 5gardener pick vegetable 6housemaid 2 d post office 7children 2 play 8neighbour 2 marriage police arrest d murderer immediately s reply reason u r brilliant,"[1247, 30, 548, 127, 71, 606, 350, 11, 279, 2256, 369, 942, 2257, 230, 2258, 2259, 84, 606, 110, 2260, 1070, 2261, 73, 2262, 2263, 3, 30, 295, 322, 2264, 3, 153, 2265, 3, 1163, 942, 1404, 30, 1076, 740, 6, 29, 441, 1, 32, 1741]",46
2681,ham,I'm on da bus going home...,0,m da bus home,"[2, 43, 255, 26]",4
2682,ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,0,landline number    ask come anna nagar     afternoon,"[211, 62, 42, 5, 3294, 3295, 279]",7
2683,ham,I'm okay. Chasing the dream. What's good. What are you doing next.,0,m okay chase dream s good,"[2, 303, 1416, 281, 6, 9]",6
2684,ham,Yupz... I've oredi booked slots 4 my weekends liao... ,0,yupz ve oredi book slot 4 weekend liao,"[5887, 67, 515, 199, 3169, 7, 190, 225]",8
2685,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,1,urgent try contact u today draw win å800 prize guarantee 09050003091 land line claim c52 valid 12hrs,"[109, 48, 92, 1, 25, 166, 33, 841, 69, 138, 2812, 402, 157, 49, 2813, 341, 454]",17
2686,ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,0,r modelsony ericson der ltgt luk good bt forget modl,"[32, 5888, 5889, 5890, 11, 5891, 9, 305, 173, 5892]",10
2687,ham,Okie,0,okie,[400],1
2688,ham,Yes I know the cheesy songs from frosty the snowman :),0,yes know cheesy song frosty snowman,"[75, 8, 5893, 477, 5894, 3101]",6
2689,ham,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",0,ya ok vikky vl c witin   ltgt min il reply u,"[124, 10, 1245, 1056, 85, 5895, 11, 77, 928, 29, 1]",11
2690,spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,1,sport fan   late sport news str 2 ur mobile 1 wk free plus free tone txt sport 8007 wwwgetzedcouk 0870141701216 norm 4txt120p,"[800, 2054, 68, 800, 450, 1469, 3, 4, 34, 79, 329, 12, 325, 12, 96, 24, 800, 389, 833, 5896, 2168, 5897]",22
2691,ham,Hey tmr meet at bugis 930 ?,0,hey tmr meet bugis 930,"[55, 284, 56, 943, 2674]",5
2692,spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",1,urgent urgent 800 free flight europe away b4 10th sept   friend 4 free claim 09050000555 ba128nnfwfly150ppm,"[109, 109, 597, 12, 782, 2868, 324, 562, 5898, 1748, 63, 7, 12, 49, 5899, 5900]",16
2693,ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,0,nice new shirt thing wear nudist theme   mu,"[120, 37, 967, 51, 840, 5901, 3296, 539]",8
2694,ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,0,hey sexy bun day word morning ym     think,"[55, 280, 1424, 16, 122, 86, 1361, 22]",8
2695,ham,And whenever you and i see we can still hook up too.,0,hook,[1229],1
2696,ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,0,nope m home pump petrol lor like 2 rain soon,"[525, 2, 26, 5902, 3297, 27, 14, 3, 504, 112]",10
2697,ham,Can you use foreign stamps for whatever you send them off for? ,0,use foreign stamp send,"[160, 2057, 1379, 13]",4
2698,spam,FROM 88066 LOST å£12 HELP,1,88066 lose å12 help,"[2236, 186, 5903, 119]",4
2699,ham,Oh baby of the house. How come you dont have any new pictures on facebook,0,oh baby house come new picture facebook,"[53, 250, 212, 5, 37, 899, 900]",7
2700,ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",0,feb   ltgt   love u day send dis ur value frnd evn 3 come ull gt marry d person u luv u ignore dis u lose ur luv 4 evr,"[1253, 11, 19, 1, 16, 13, 267, 4, 449, 266, 2066, 94, 5, 1196, 884, 648, 30, 139, 1, 203, 1, 1254, 267, 1, 186, 4, 203, 7, 3298]",29
2701,ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",0,hiya sorry hav signal hear unusual ill case sort hug snog,"[842, 31, 308, 5904, 174, 5905, 17, 548, 458, 1077, 3299]",11
2702,ham,"Omw back to tampa from west palm, you hear what happened?",0,omw tampa west palm hear happen,"[1015, 836, 3300, 5906, 174, 144]",6
2703,ham,Yup no more already... Thanx 4 printing n handing it up.,0,yup thanx 4 print n hand,"[172, 260, 7, 1285, 35, 330]",6
2704,spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,1,freemsg fancy flirt reply date   join uks fast grow mobile date service msgs rcvd 25p optout txt stop 83021 reply date,"[614, 434, 797, 29, 195, 223, 727, 386, 1579, 34, 195, 88, 575, 994, 912, 819, 24, 28, 5907, 29, 195]",21
2705,ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,0,mean come chase state watch movie want,"[117, 5, 1416, 5908, 103, 286, 15]",7
2706,ham,S now only i took tablets . Reaction morning only.,0,s tablet   reaction morning,"[6, 1674, 2614, 86]",4
2707,spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,1,great new offer   double min   double txt good orange tariff late camera phone 4 free mobileupd8 free 08000839402 2stoptxt tcs,"[52, 37, 152, 346, 77, 346, 24, 9, 262, 1255, 68, 206, 36, 7, 12, 490, 12, 521, 2293, 276]",20
2708,ham,"Nah, I'm a perpetual DD",0,nah m perpetual dd,"[712, 2, 5909, 5910]",4
2709,ham,Sorry de i went to shop.,0,sorry de shop,"[31, 323, 231]",3
2710,spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,1,hope enjoy new content text stop 61610 unsubscribe help08712400602450p provide tones2youcouk,"[46, 170, 37, 433, 20, 28, 3118, 419, 3119, 2198, 3120]",11
2711,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0,wen ur lovable bcum angry wid u dnt seriously coz angry d childish n true way deep affection care n luv kettoda manda nice day da,"[313, 4, 728, 1288, 436, 382, 1, 581, 775, 418, 436, 30, 1289, 35, 310, 66, 683, 1516, 93, 35, 203, 1517, 1518, 120, 16, 43]",26
2712,ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,0,hey want yogasana coz end cine bathe hav steam bath,"[55, 15, 1328, 418, 106, 945, 544, 308, 3301, 679]",10
2713,ham,Nope i'm not drivin... I neva develop da photos lei...,0,nope m drivin neva develop da photo lei,"[525, 2, 1588, 445, 1957, 43, 656, 357]",8
2714,ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,0,think reg pract lesson fling advance haha wat time u,"[22, 3302, 5911, 299, 5912, 1177, 149, 58, 18, 1]",10
2715,ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,0,cool   ltgt   inch long hope like big,"[179, 11, 1087, 143, 46, 14, 168]",7
2716,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0,housemaid murderer coz man murder   ltgt th january public holiday govtinstituition closedinclude post officeunderstand,"[1749, 1076, 418, 127, 606, 11, 524, 1043, 1750, 167, 1751, 1752, 295, 2294]",14
2717,ham,Okie.. Thanx..,0,okie thanx,"[400, 260]",2
2718,spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,1,18 day euro2004 kickoff u inform late news result daily unsubscribe send euro stop 83222,"[175, 16, 1332, 2799, 1, 874, 68, 450, 818, 1166, 419, 13, 2060, 28, 1975]",15
2719,ham,Go where n buy? Juz buy when we get there lar.,0,n buy juz buy lar,"[35, 87, 315, 87, 194]",5
2720,ham,Ok lor...,0,ok lor,"[10, 27]",2
2721,ham,I'm working technical support :)voice process.,0,m work technical support voice process,"[2, 38, 2063, 658, 745, 1449]",6
2722,ham,It's justbeen overa week since we broke up and already our brains are going to mush!,0,justbeen overa week break brain mush,"[5913, 5914, 39, 333, 1609, 5915]",6
2723,ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",0,tunde wish great day abiola,"[5916, 102, 52, 16, 673]",5
2724,ham,Nope... C Ì_ then...,0,nope c ì,"[525, 85, 45]",3
2725,ham,No. But we'll do medical missions to nigeria,0,medical mission nigeria,"[927, 5917, 866]",3
